nome,id,risco_churn,plano
user_1076,86,1,Pro
user_1077,87,0,Basic
user_1078,88,1,Student
user_1079,89,0,Pro
user_108,90,0,Pro
user_1080,91,0,Basic
user_1081,92,0,Basic
user_1082,93,0,Pro
user_1083,94,1,Basic
user_1084,95,0,Student
user_1085,96,0,Basic
user_1086,97,1,Pro
user_1087,98,0,Student
user_1088,99,0,Basic
user_1089,100,1,Basic
user_109,101,1,Student
user_1090,102,0,Student
user_1091,103,1,Student
user_1092,104,0,Basic
user_1093,105,0,Student
user_1094,106,0,Pro
user_1095,107,0,Basic
user_1096,108,1,Pro
user_1097,109,1,Basic
user_1098,110,0,Pro
user_1099,111,0,Pro
user_11,112,1,Pro
user_110,113,1,Pro
user_1100,114,0,Student
user_1101,115,0,Basic
user_1102,116,1,Student
user_1103,117,0,Student
user_1104,118,0,Basic
user_1105,119,0,Pro
user_1106,120,1,Basic
user_1107,121,0,Basic
user_1108,122,1,Basic
user_1109,123,0,Student
user_111,124,0,Basic
user_1110,125,0,Basic
user_1111,126,0,Basic
user_1112,127,0,Basic
user_1113,128,1,Pro
user_1114,129,1,Pro
user_1115,130,0,Pro
user_1116,131,1,Pro
user_1117,132,0,Student
user_1118,133,0,Student
user_1119,134,0,Basic
user_112,135,1,Student
user_1120,136,0,Student
user_1121,137,1,Pro
user_1122,138,0,Basic
user_1123,139,0,Basic
user_1124,140,0,Pro
user_1125,141,0,Pro
user_1126,142,1,Pro
user_1127,143,0,Student
user_1128,144,0,Basic
user_1129,145,0,Pro
user_113,146,0,Pro
user_1130,147,1,Basic
user_1131,148,1,Basic
user_1132,149,1,Student
user_1133,150,1,Basic
user_1134,151,0,Pro
user_1135,152,1,Pro
user_1136,153,0,Basic
user_1137,154,1,Basic
user_1138,155,1,Student
user_1139,156,0,Pro
user_114,157,0,Basic
user_1140,158,0,Pro
user_1141,159,0,Basic
user_1142,160,0,Basic
user_1143,161,0,Basic
user_1144,162,0,Pro
user_1145,163,0,Basic
user_1146,164,0,Student
user_1147,165,0,Student
user_1148,166,1,Basic
user_1149,167,0,Student
user_115,168,0,Pro
user_1150,169,0,Student
user_1151,170,0,Student
user_1152,171,1,Student
user_1153,172,0,Student
user_1154,173,0,Pro
user_1155,174,1,Basic
user_1156,175,1,Student
user_1157,176,1,Basic
user_1158,177,0,Student
user_1159,178,0,Pro
user_116,179,1,Pro
user_1160,180,1,Pro
user_1161,181,1,Student
user_1162,182,1,Student
user_1163,183,0,Student
user_1164,184,0,Pro
user_1165,185,0,Pro
user_1166,186,0,Basic
user_1167,187,0,Pro
user_1168,188,1,Student
user_1169,189,1,Basic
user_117,190,1,Basic
user_1170,191,0,Pro
user_1171,192,0,Pro
user_1172,193,0,Student
user_1173,194,1,Basic
user_1174,195,1,Pro
user_1175,196,0,Pro
user_1176,197,1,Student
user_1177,198,1,Basic
user_1178,199,0,Basic
user_1179,200,1,Basic
user_118,201,0,Student
user_1180,202,0,Basic
user_1181,203,0,Student
user_1182,204,1,Pro
user_1183,205,1,Pro
user_1184,206,1,Basic
user_1185,207,0,Basic
user_1186,208,0,Basic
user_1187,209,0,Pro
user_1188,210,0,Pro
user_1189,211,0,Basic
user_119,212,0,Student
user_1190,213,1,Student
user_1191,214,1,Pro
user_1192,215,1,Pro
user_1193,216,1,Basic
user_1194,217,1,Student
user_1195,218,0,Basic
user_1196,219,1,Basic
user_1197,220,1,Student
user_1198,221,0,Student
user_1199,222,1,Student
user_12,223,1,Student
user_120,224,1,Pro
user_1200,225,1,Pro
user_1201,226,1,Basic
user_1202,227,1,Pro
user_1203,228,0,Student
user_1204,229,1,Pro
user_1205,230,0,Student
user_1206,231,0,Student
user_1207,232,0,Basic
user_1208,233,1,Basic
user_1209,234,1,Basic
user_121,235,1,Basic
user_1210,236,1,Pro
user_1211,237,0,Basic
user_1212,238,1,Student
user_1213,239,0,Basic
user_1214,240,0,Pro
user_1215,241,0,Basic
user_1216,242,1,Basic
user_1217,243,1,Basic
user_1218,244,0,Pro
user_1219,245,0,Student
user_122,246,0,Student
user_1220,247,1,Student
user_1221,248,0,Student
user_1222,249,1,Basic
user_1223,250,0,Basic
user_1224,251,1,Pro
user_1225,252,0,Student
user_1226,253,0,Basic
user_1227,254,0,Basic
user_1228,255,1,Basic
user_1229,256,1,Pro
user_123,257,1,Pro
user_1230,258,1,Student
user_1231,259,1,Pro
user_1232,260,0,Student
user_1233,261,0,Student
user_1234,262,0,Basic
user_1235,263,0,Basic
user_1236,264,1,Basic
user_1237,265,0,Basic
user_1238,266,1,Basic
user_1239,267,0,Student
user_124,268,1,Basic
user_1240,269,0,Basic
user_1241,270,0,Basic
user_1242,271,0,Pro
user_1243,272,0,Pro
user_1244,273,0,Student
user_1245,274,1,Student
user_1246,275,0,Pro
user_1247,276,1,Pro
user_1248,277,0,Basic
user_1249,278,0,Basic
user_125,279,1,Pro
user_1250,280,1,Student
user_1251,281,0,Pro
user_1252,282,0,Student
user_1253,283,0,Basic
user_1254,284,0,Student
user_1255,285,0,Student
user_1256,286,1,Student
user_1257,287,0,Basic
user_1258,288,1,Student
user_1259,289,0,Basic
user_126,290,0,Basic
user_1260,291,1,Pro
user_1261,292,0,Student
user_1262,293,0,Student
user_1263,294,0,Basic
user_1264,295,0,Student
user_1265,296,1,Basic
user_1266,297,1,Student
user_1267,298,0,Pro
user_1268,299,0,Pro
user_1269,300,0,Pro
user_127,301,0,Student
user_1270,302,0,Student
user_1271,303,1,Student
user_1272,304,1,Pro
user_1273,305,0,Pro
user_1274,306,0,Basic
user_1275,307,0,Basic
user_1276,308,0,Pro
user_1277,309,1,Pro
user_1278,310,1,Student
user_1279,311,1,Pro
user_128,312,0,Student
user_1280,313,1,Basic
user_1281,314,0,Basic
user_1282,315,1,Basic
user_1283,316,0,Basic
user_1284,317,0,Basic
user_1285,318,0,Basic
user_1286,319,1,Pro
user_1287,320,0,Basic
user_1288,321,1,Basic
user_1289,322,0,Basic
user_129,323,1,Pro
user_1290,324,0,Basic
user_1291,325,0,Pro
user_1292,326,0,Student
user_1293,327,1,Student
user_1294,328,1,Student
user_1295,329,0,Student
user_1296,330,0,Basic
user_1297,331,0,Student
user_1298,332,1,Student
user_1299,333,0,Pro
user_13,334,1,Student
user_130,335,0,Student
user_1300,336,0,Pro
user_1301,337,1,Pro
user_1302,338,0,Basic
user_1303,339,0,Basic
user_1304,340,0,Basic
user_1305,341,0,Pro
user_1306,342,0,Student
user_1307,343,0,Pro
user_1308,344,0,Basic
user_1309,345,0,Pro
user_131,346,0,Student
user_1310,347,0,Student
user_1311,348,0,Basic
user_1312,349,1,Student
user_1313,350,0,Student
user_1314,351,1,Basic
user_1315,352,0,Student
user_1316,353,1,Pro
user_1317,354,0,Student
user_1318,355,1,Student
user_1319,356,0,Student
user_132,357,0,Basic
user_1320,358,1,Pro
user_1321,359,0,Student
user_1322,360,1,Student
user_1323,361,1,Pro
user_1324,362,0,Basic
user_1325,363,0,Basic
user_1326,364,0,Basic
user_1327,365,1,Student
user_1328,366,1,Basic
user_1329,367,1,Pro
user_133,368,1,Student
user_1330,369,0,Student
user_1331,370,1,Student
user_1332,371,1,Student
user_1333,372,1,Basic
user_1334,373,0,Basic
user_1335,374,0,Basic
user_1336,375,1,Student
user_1337,376,1,Pro
user_1338,377,0,Student
user_1339,378,0,Pro
user_134,379,1,Basic
user_1340,380,0,Student
user_1341,381,0,Pro
user_1342,382,0,Student
user_1343,383,0,Student
user_1344,384,1,Pro
user_1345,385,1,Pro
user_1346,386,1,Pro
user_1347,387,0,Pro
user_1348,388,0,Pro
user_1349,389,0,Pro
user_135,390,1,Basic
user_1350,391,0,Pro
user_1351,392,1,Pro
user_1352,393,0,Student
user_1353,394,1,Pro
user_1354,395,1,Pro
user_1355,396,1,Student
user_1356,397,1,Student
user_1357,398,0,Basic
user_1358,399,0,Basic
user_1359,400,1,Pro
user_136,401,0,Pro
user_1360,402,0,Pro
user_1361,403,0,Basic
user_1362,404,0,Basic
user_1363,405,0,Pro
user_1364,406,0,Basic
user_1365,407,0,Pro
user_1366,408,1,Student
user_1367,409,1,Student
user_1368,410,0,Basic
user_1369,411,1,Student
user_137,412,0,Basic
user_1370,413,1,Student
user_1371,414,0,Student
user_1372,415,0,Student
user_1373,416,0,Pro
user_1374,417,1,Pro
user_1375,418,0,Basic
user_1376,419,0,Student
user_1377,420,1,Student
user_1378,421,0,Student
user_1379,422,1,Basic
user_138,423,0,Student
user_1380,424,0,Pro
user_1381,425,1,Student
user_1382,426,0,Pro
user_1383,427,1,Basic
user_1384,428,0,Pro
user_1385,429,1,Student
user_1386,430,0,Pro
user_1387,431,0,Pro
user_1388,432,1,Basic
user_1389,433,0,Basic
user_139,434,0,Basic
user_1390,435,1,Basic
user_1391,436,1,Basic
user_1392,437,1,Pro
user_1393,438,0,Pro
user_1394,439,0,Basic
user_1395,440,1,Basic
user_1396,441,0,Student
user_1397,442,0,Student
user_1398,443,0,Basic
user_1399,444,0,Pro
user_14,445,0,Pro
user_140,446,0,Basic
user_1400,447,0,Basic
user_1401,448,0,Pro
user_1402,449,1,Pro
user_1403,450,0,Student
user_1404,451,0,Basic
user_1405,452,0,Basic
user_1406,453,1,Pro
user_1407,454,1,Basic
user_1408,455,0,Student
user_1409,456,0,Student
user_141,457,0,Pro
user_1410,458,1,Basic
user_1411,459,1,Basic
user_1412,460,0,Student
user_1413,461,0,Basic
user_1414,462,0,Pro
user_1415,463,0,Basic
user_1416,464,1,Pro
user_1417,465,0,Basic
user_1418,466,1,Basic
user_1419,467,0,Student
user_142,468,1,Student
user_1420,469,1,Pro
user_1421,470,0,Student
user_1422,471,1,Basic
user_1423,472,0,Student
user_1424,473,0,Basic
user_1425,474,0,Basic
user_1426,475,0,Basic
user_1427,476,0,Pro
user_1428,477,0,Pro
user_1429,478,1,Pro
user_143,479,0,Student
user_1430,480,1,Student
user_1431,481,0,Basic
user_1432,482,1,Student
user_1433,483,0,Student
user_1434,484,1,Basic
user_1435,485,0,Student
user_1436,486,1,Basic
user_1437,487,0,Basic
user_1438,488,1,Basic
user_1439,489,1,Basic
user_144,490,1,Student
user_1440,491,0,Student
user_1441,492,0,Student
user_1442,493,0,Student
user_1443,494,1,Pro
user_1444,495,0,Student
user_1445,496,0,Student
user_1446,497,0,Pro
user_1447,498,0,Basic
user_1448,499,1,Basic
user_1449,500,0,Basic
user_145,501,0,Basic
user_1450,502,1,Pro
user_1451,503,1,Student
user_1452,504,0,Student
user_1453,505,0,Student
user_1454,506,1,Student
user_1455,507,0,Pro
user_1456,508,1,Student
user_1457,509,1,Basic
user_1458,510,1,Pro
user_1459,511,1,Pro
user_146,512,0,Student
user_1460,513,0,Basic
user_1461,514,0,Basic
user_1462,515,0,Student
user_1463,516,0,Basic
user_1464,517,1,Pro
user_1465,518,0,Pro
user_1466,519,0,Pro
user_1467,520,0,Student
user_1468,521,0,Student
user_1469,522,0,Basic
user_147,523,1,Student
user_1470,524,1,Student
user_1471,525,1,Student
user_1472,526,0,Pro
user_1473,527,1,Pro
user_1474,528,0,Basic
user_1475,529,1,Pro
user_1476,530,1,Student
user_1477,531,1,Basic
user_1478,532,0,Basic
user_1479,533,0,Pro
user_148,534,0,Basic
user_1480,535,0,Pro
user_1481,536,0,Pro
user_1482,537,1,Basic
user_1483,538,1,Pro
user_1484,539,0,Student
user_1485,540,0,Basic
user_1486,541,0,Pro
user_1487,542,1,Student
user_1488,543,1,Student
user_1489,544,0,Pro
user_149,545,1,Pro
user_1490,546,0,Student
user_1491,547,0,Basic
user_1492,548,1,Basic
user_1493,549,0,Student
user_1494,550,1,Basic
user_1495,551,1,Pro
user_1496,552,1,Student
user_1497,553,0,Basic
user_1498,554,1,Pro
user_1499,555,1,Pro
user_15,556,1,Student
user_150,557,0,Pro
user_1500,558,0,Basic
user_1501,559,0,Student
user_1502,560,0,Pro
user_1503,561,0,Pro
user_1504,562,1,Pro
user_1505,563,0,Pro
user_1506,564,1,Student
user_1507,565,0,Basic
user_1508,566,1,Basic
user_1509,567,0,Basic
user_151,568,0,Basic
user_1510,569,0,Pro
user_1511,570,0,Student
user_1512,571,0,Basic
user_1513,572,1,Student
user_1514,573,0,Basic
user_1515,574,1,Pro
user_1516,575,0,Basic
user_1517,576,0,Pro
user_1518,577,0,Pro
user_1519,578,1,Basic
user_152,579,1,Pro
user_1520,580,0,Student
user_1521,581,1,Pro
user_1522,582,0,Student
user_1523,583,0,Basic
user_1524,584,1,Pro
user_1525,585,0,Student
user_1526,586,1,Pro
user_1527,587,0,Basic
user_1528,588,0,Pro
user_1529,589,1,Basic
user_153,590,0,Pro
user_1530,591,0,Student
user_1531,592,0,Pro
user_1532,593,0,Student
user_1533,594,0,Basic
user_1534,595,0,Basic
user_1535,596,1,Student
user_1536,597,1,Student
user_1537,598,0,Basic
user_1538,599,0,Student
user_1539,600,0,Basic
user_154,601,0,Pro
user_1540,602,0,Student
user_1541,603,0,Basic
user_1542,604,1,Basic
user_1543,605,1,Pro
user_1544,606,0,Basic
user_1545,607,0,Basic
user_1546,608,0,Pro
user_1547,609,1,Pro
user_1548,610,0,Student
user_1549,611,0,Student
user_155,612,0,Student
user_1550,613,0,Basic
user_1551,614,1,Student
user_1552,615,0,Student
user_1553,616,1,Basic
user_1554,617,0,Pro
user_1555,618,1,Pro
user_1556,619,1,Basic
user_1557,620,1,Basic
user_1558,621,1,Basic
user_1559,622,0,Basic
user_156,623,1,Pro
user_1560,624,0,Basic
user_1561,625,0,Basic
user_1562,626,0,Student
user_1563,627,1,Student
user_1564,628,1,Student
user_1565,629,0,Pro
user_1566,630,1,Basic
user_1567,631,0,Basic
user_1568,632,0,Student
user_1569,633,1,Pro
user_157,634,1,Student
user_1570,635,0,Student
user_1571,636,1,Basic
user_1572,637,0,Basic
user_1573,638,1,Student
user_1574,639,0,Student
user_1575,640,0,Basic
user_1576,641,0,Student
user_1577,642,1,Basic
user_1578,643,0,Student
user_1579,644,0,Pro
user_158,645,1,Pro
user_1580,646,0,Basic
user_1581,647,0,Pro
user_1582,648,0,Student
user_1583,649,0,Pro
user_1584,650,0,Student
user_1585,651,0,Pro
user_1586,652,0,Pro
user_1587,653,1,Pro
user_1588,654,1,Basic
user_1589,655,0,Pro
user_159,656,0,Student
user_1590,657,0,Student
user_1591,658,1,Student
user_1592,659,0,Basic
user_1593,660,1,Basic
user_1594,661,0,Student
user_1595,662,1,Pro
user_1596,663,1,Student
user_1597,664,0,Basic
user_1598,665,0,Basic
user_1599,666,0,Student
user_16,667,1,Student
user_160,668,0,Basic
user_1600,669,0,Pro
user_1601,670,1,Pro
user_1602,671,1,Basic
user_1603,672,0,Student
user_1604,673,0,Student
user_1605,674,1,Basic
user_1606,675,0,Student
user_1607,676,1,Basic
user_1608,677,1,Pro
user_1609,678,1,Pro
user_161,679,0,Basic
user_1610,680,1,Student
user_1611,681,1,Pro
user_1612,682,0,Pro
user_1613,683,1,Basic
user_1614,684,0,Basic
user_1615,685,1,Student
user_1616,686,0,Basic
user_1617,687,0,Student
user_1618,688,0,Student
user_1619,689,0,Basic
user_162,690,0,Pro
user_1620,691,0,Pro
user_1621,692,0,Pro
user_1622,693,0,Pro
user_1623,694,0,Pro
user_1624,695,0,Student
user_1625,696,0,Pro
user_1626,697,1,Student
user_1627,698,0,Basic
user_1628,699,0,Basic
user_1629,700,0,Student
user_163,701,1,Student
user_1630,702,0,Pro
user_1631,703,0,Student
user_1632,704,0,Pro
user_1633,705,0,Pro
user_1634,706,0,Student
user_1635,707,0,Student
user_1636,708,1,Pro
user_1637,709,1,Student
user_1638,710,0,Pro
user_1639,711,0,Student
user_164,712,1,Basic
user_1640,713,0,Basic
user_1641,714,1,Pro
user_1642,715,1,Basic
user_1643,716,0,Student
user_1644,717,0,Basic
user_1645,718,1,Student
user_1646,719,0,Pro
user_1647,720,1,Student
user_1648,721,0,Student
user_1649,722,1,Pro
user_165,723,1,Basic
user_1650,724,0,Student
user_1651,725,0,Pro
user_1652,726,1,Student
user_1653,727,0,Pro
user_1654,728,1,Basic
user_1655,729,0,Student
user_1656,730,0,Student
user_1657,731,0,Student
user_1658,732,0,Pro
user_1659,733,1,Student
user_166,734,0,Basic
user_1660,735,1,Pro
user_1661,736,1,Student
user_1662,737,0,Basic
user_1663,738,0,Student
user_1664,739,0,Basic
user_1665,740,0,Pro
user_1666,741,1,Basic
user_1667,742,1,Student
user_1668,743,0,Student
user_1669,744,0,Pro
user_167,745,0,Basic
user_1670,746,0,Student
user_1671,747,1,Student
user_1672,748,0,Pro
user_1673,749,0,Pro
user_1674,750,0,Basic
user_1675,751,1,Pro
user_1676,752,0,Student
user_1677,753,0,Pro
user_1678,754,1,Student
user_1679,755,1,Basic
user_168,756,0,Pro
user_1680,757,1,Pro
user_1681,758,0,Student
user_1682,759,0,Pro
user_1683,760,1,Pro
user_1684,761,0,Pro
user_1685,762,0,Pro
user_1686,763,0,Basic
user_1687,764,1,Student
user_1688,765,0,Pro
user_1689,766,1,Student
user_169,767,1,Student
user_1690,768,1,Basic
user_1691,769,1,Student
user_1692,770,1,Student
user_1693,771,1,Basic
user_1694,772,1,Pro
user_1695,773,1,Student
user_1696,774,1,Student
user_1697,775,0,Pro
user_1698,776,1,Pro
user_1699,777,0,Student
user_17,778,0,Pro
user_170,779,1,Basic
user_1700,780,1,Basic
user_1701,781,1,Pro
user_1702,782,0,Pro
user_1703,783,1,Basic
user_1704,784,0,Student
user_1705,785,1,Pro
user_1706,786,1,Student
user_1707,787,0,Student
user_1708,788,1,Student
user_1709,789,0,Basic
user_171,790,1,Pro
user_1710,791,0,Student
user_1711,792,1,Student
user_1712,793,1,Pro
user_1713,794,0,Pro
user_1714,795,0,Basic
user_1715,796,1,Basic
user_1716,797,0,Pro
user_1717,798,0,Pro
user_1718,799,0,Basic
user_1719,800,0,Student
user_172,801,0,Basic
user_1720,802,1,Basic
user_1721,803,1,Student
user_1722,804,0,Pro
user_1723,805,0,Pro
user_1724,806,0,Pro
user_1725,807,0,Student
user_1726,808,0,Basic
user_1727,809,0,Student
user_1728,810,0,Basic
user_1729,811,0,Basic
user_173,812,0,Basic
user_1730,813,0,Basic
user_1731,814,0,Pro
user_1732,815,0,Basic
user_1733,816,0,Pro
user_1734,817,1,Basic
user_1735,818,0,Basic
user_1736,819,0,Pro
user_1737,820,0,Pro
user_1738,821,0,Student
user_1739,822,0,Basic
user_174,823,0,Basic
user_1740,824,0,Pro
user_1741,825,0,Student
user_1742,826,0,Student
user_1743,827,0,Pro
user_1744,828,0,Basic
user_1745,829,1,Student
user_1746,830,1,Basic
user_1747,831,0,Basic
user_1748,832,0,Student
user_1749,833,1,Pro
user_175,834,0,Basic
user_1750,835,0,Basic
user_1751,836,0,Pro
user_1752,837,1,Student
user_1753,838,0,Basic
user_1754,839,0,Pro
user_1755,840,0,Pro
user_1756,841,1,Basic
user_1757,842,1,Pro
user_1758,843,0,Pro
user_1759,844,0,Student
user_176,845,1,Pro
user_1760,846,0,Student
user_1761,847,0,Pro
user_1762,848,0,Pro
user_1763,849,0,Basic
user_1764,850,1,Student
user_1765,851,1,Basic
user_1766,852,1,Pro
user_1767,853,1,Basic
user_1768,854,0,Pro
user_1769,855,1,Student
user_177,856,0,Student
user_1770,857,0,Student
user_1771,858,0,Pro
user_1772,859,1,Student
user_1773,860,0,Pro
user_1774,861,0,Basic
user_1775,862,0,Pro
user_1776,863,0,Basic
user_1777,864,1,Pro
user_1778,865,1,Student
user_1779,866,0,Pro
user_178,867,0,Pro
user_1780,868,1,Pro
user_1781,869,0,Pro
user_1782,870,0,Student
user_1783,871,1,Pro
user_1784,872,1,Student
user_1785,873,0,Pro
user_1786,874,0,Basic
user_1787,875,1,Pro
user_1788,876,1,Basic
user_1789,877,0,Student
user_179,878,0,Pro
user_1790,879,1,Student
user_1791,880,1,Pro
user_1792,881,1,Student
user_1793,882,0,Pro
user_1794,883,0,Student
user_1795,884,1,Basic
user_1796,885,1,Student
user_1797,886,0,Basic
user_1798,887,0,Pro
user_1799,888,0,Pro
user_18,889,0,Student
user_180,890,0,Pro
user_1800,891,0,Pro
user_1801,892,0,Basic
user_1802,893,0,Pro
user_1803,894,0,Pro
user_1804,895,1,Basic
user_1805,896,0,Student
user_1806,897,0,Pro
user_1807,898,1,Student
user_1808,899,0,Student
user_1809,900,0,Pro
user_181,901,0,Basic
user_1810,902,1,Pro
user_1811,903,0,Basic
user_1812,904,1,Basic
user_1813,905,0,Pro
user_1814,906,0,Student
user_1815,907,0,Basic
user_1816,908,0,Basic
user_1817,909,0,Pro
user_1818,910,0,Pro
user_1819,911,0,Pro
user_182,912,0,Student
user_1820,913,0,Pro
user_1821,914,0,Basic
user_1822,915,1,Basic
user_1823,916,0,Basic
user_1824,917,1,Student
user_1825,918,0,Basic
user_1826,919,1,Basic
user_1827,920,0,Pro
user_1828,921,0,Basic
user_1829,922,0,Basic
user_183,923,0,Basic
user_1830,924,0,Basic
user_1831,925,0,Pro
user_1832,926,1,Basic
user_1833,927,1,Basic
user_1834,928,1,Student
user_1835,929,1,Student
user_1836,930,1,Student
user_1837,931,0,Student
user_1838,932,0,Pro
user_1839,933,0,Student
user_184,934,0,Pro
user_1840,935,0,Basic
user_1841,936,1,Student
user_1842,937,0,Pro
user_1843,938,0,Student
user_1844,939,0,Student
user_1845,940,0,Pro
user_1846,941,1,Pro
user_1847,942,0,Pro
user_1848,943,0,Pro
user_1849,944,1,Pro
user_185,945,0,Basic
user_1850,946,0,Pro
user_1851,947,0,Basic
user_1852,948,0,Student
user_1853,949,0,Student
user_1854,950,0,Pro
user_1855,951,0,Pro
user_1856,952,1,Basic
user_1857,953,1,Basic
user_1858,954,1,Pro
user_1859,955,0,Basic
user_186,956,0,Student
user_1860,957,0,Basic
user_1861,958,1,Pro
user_1862,959,0,Pro
user_1863,960,1,Pro
user_1864,961,0,Pro
user_1865,962,0,Student
user_1866,963,1,Student
user_1867,964,0,Pro
user_1868,965,0,Basic
user_1869,966,0,Pro
user_187,967,1,Student
user_1870,968,0,Student
user_1871,969,1,Basic
user_1872,970,0,Student
user_1873,971,0,Pro
user_1874,972,0,Student
user_1875,973,0,Student
user_1876,974,0,Student
user_1877,975,0,Basic
user_1878,976,0,Student
user_1879,977,1,Basic
user_188,978,0,Basic
user_1880,979,0,Pro
user_1881,980,0,Pro
user_1882,981,0,Student
user_1883,982,0,Basic
user_1884,983,0,Pro
user_1885,984,1,Basic
user_1886,985,1,Basic
user_1887,986,0,Student
user_1888,987,1,Student
user_1889,988,1,Basic
user_189,989,1,Pro
user_1890,990,0,Basic
user_1891,991,1,Student
user_1892,992,0,Basic
user_1893,993,0,Student
user_1894,994,1,Basic
user_1895,995,0,Student
user_1896,996,0,Basic
user_1897,997,0,Student
user_1898,998,0,Basic
user_1899,999,0,Pro
user_19,1000,0,Student
user_190,1001,0,Basic
user_1900,1002,1,Pro
user_1901,1003,1,Basic
user_1902,1004,0,Pro
user_1903,1005,1,Basic
user_1904,1006,0,Basic
user_1905,1007,0,Pro
user_1906,1008,0,Basic
user_1907,1009,0,Student
user_1908,1010,0,Basic
user_1909,1011,1,Basic
user_191,1012,1,Pro
user_1910,1013,0,Pro
user_1911,1014,1,Student
user_1912,1015,0,Basic
user_1913,1016,0,Basic
user_1914,1017,1,Basic
user_1915,1018,0,Basic
user_1916,1019,0,Basic
user_1917,1020,0,Basic
user_1918,1021,0,Student
user_1919,1022,1,Student
user_192,1023,0,Student
user_1920,1024,0,Basic
user_1921,1025,1,Basic
user_1922,1026,0,Pro
user_1923,1027,1,Student
user_1924,1028,0,Student
user_1925,1029,0,Basic
user_1926,1030,1,Student
user_1927,1031,0,Student
user_1928,1032,1,Pro
user_1929,1033,1,Pro
user_193,1034,0,Basic
user_1930,1035,1,Student
user_1931,1036,0,Student
user_1932,1037,0,Student
user_1933,1038,0,Basic
user_1934,1039,1,Pro
user_1935,1040,1,Basic
user_1936,1041,0,Pro
user_1937,1042,1,Pro
user_1938,1043,0,Pro
user_1939,1044,1,Student
user_194,1045,0,Student
user_1940,1046,0,Pro
user_1941,1047,0,Basic
user_1942,1048,0,Pro
user_1943,1049,1,Basic
user_1944,1050,1,Pro
user_1945,1051,0,Pro
user_1946,1052,0,Student
user_1947,1053,0,Basic
user_1948,1054,1,Pro
user_1949,1055,0,Pro
user_195,1056,0,Pro
user_1950,1057,1,Basic
user_1951,1058,0,Pro
user_1952,1059,1,Student
user_1953,1060,0,Basic
user_1954,1061,1,Student
user_1955,1062,0,Basic
user_1956,1063,0,Basic
user_1957,1064,0,Basic
user_1958,1065,1,Pro
user_1959,1066,0,Basic
user_196,1067,0,Pro
user_1960,1068,0,Basic
user_1961,1069,0,Basic
user_1962,1070,0,Student
user_1963,1071,0,Basic
user_1964,1072,1,Pro
user_1965,1073,0,Basic
user_1966,1074,0,Basic
user_1967,1075,1,Student
user_1968,1076,1,Pro
user_1969,1077,1,Pro
user_197,1078,0,Basic
user_1970,1079,1,Pro
user_1971,1080,0,Basic
user_1972,1081,0,Basic
user_1973,1082,0,Pro
user_1974,1083,0,Pro
user_1975,1084,0,Student
user_1976,1085,0,Pro
user_1977,1086,0,Basic
user_1978,1087,0,Basic
user_1979,1088,0,Basic
user_198,1089,1,Basic
user_1980,1090,1,Student
user_1981,1091,0,Pro
user_1982,1092,0,Basic
user_1983,1093,1,Student
user_1984,1094,1,Student
user_1985,1095,0,Basic
user_1986,1096,0,Student
user_1987,1097,1,Student
user_1988,1098,1,Basic
user_1989,1099,1,Student
user_199,1100,0,Basic
user_1990,1101,1,Basic
user_1991,1102,1,Basic
