aluno_id,data_hora_entrada,data_hora_saida
4,2024-04-03 18:05:08,2024-04-03 21:05:08
4,2024-11-04 22:18:01,2024-11-05 01:18:01
4,2024-11-18 17:06:33,2024-11-18 20:06:33
4,2024-10-17 06:06:02,2024-10-17 07:06:02
4,2024-10-19 04:55:10,2024-10-19 06:55:10
4,2025-02-18 11:51:53,2025-02-18 14:51:53
4,2024-09-28 23:43:35,2024-09-29 02:43:35
4,2024-02-24 01:39:59,2024-02-24 04:39:59
4,2024-12-21 21:39:53,2024-12-21 22:39:53
4,2024-06-27 11:43:26,2024-06-27 13:43:26
4,2024-10-01 03:27:20,2024-10-01 04:27:20
4,2024-12-12 00:36:10,2024-12-12 01:36:10
4,2024-10-31 11:13:12,2024-10-31 13:13:12
4,2024-05-14 14:55:10,2024-05-14 15:55:10
4,2024-03-10 14:32:23,2024-03-10 17:32:23
4,2024-06-13 21:22:54,2024-06-14 00:22:54
4,2024-12-26 04:32:47,2024-12-26 06:32:47
4,2024-11-14 09:07:44,2024-11-14 10:07:44
4,2024-06-02 01:47:31,2024-06-02 03:47:31
4,2024-09-17 09:39:24,2024-09-17 12:39:24
4,2025-01-23 08:27:12,2025-01-23 09:27:12
4,2025-01-14 18:48:32,2025-01-14 19:48:32
4,2024-09-08 01:54:04,2024-09-08 03:54:04
4,2024-04-20 01:57:24,2024-04-20 04:57:24
4,2024-03-22 17:25:36,2024-03-22 19:25:36
4,2024-10-07 18:21:13,2024-10-07 21:21:13
4,2025-01-02 09:42:48,2025-01-02 12:42:48
4,2024-12-22 02:25:53,2024-12-22 04:25:53
4,2024-10-31 03:02:02,2024-10-31 04:02:02
4,2024-11-03 06:52:32,2024-11-03 07:52:32
4,2024-06-20 21:50:43,2024-06-20 23:50:43
4,2024-09-17 05:03:26,2024-09-17 08:03:26
4,2024-12-05 20:00:44,2024-12-05 22:00:44
4,2024-05-20 23:07:03,2024-05-21 00:07:03
4,2024-03-02 15:04:41,2024-03-02 17:04:41
4,2024-04-06 22:47:58,2024-04-07 01:47:58
4,2024-09-20 06:33:02,2024-09-20 09:33:02
4,2024-04-25 18:19:15,2024-04-25 19:19:15
4,2024-11-05 18:02:04,2024-11-05 20:02:04
4,2024-11-07 10:32:30,2024-11-07 12:32:30
4,2025-01-29 17:49:20,2025-01-29 20:49:20
4,2024-08-05 18:33:41,2024-08-05 21:33:41
4,2024-11-22 03:36:49,2024-11-22 04:36:49
4,2025-03-08 11:43:12,2025-03-08 12:43:12
4,2024-02-25 00:14:37,2024-02-25 01:14:37
4,2024-03-20 14:01:36,2024-03-20 17:01:36
4,2024-03-24 08:46:41,2024-03-24 10:46:41
4,2024-04-28 04:47:38,2024-04-28 07:47:38
4,2024-10-19 08:27:33,2024-10-19 11:27:33
4,2024-05-08 07:29:51,2024-05-08 08:29:51
4,2024-03-24 16:13:30,2024-03-24 17:13:30
4,2024-04-16 01:25:19,2024-04-16 02:25:19
4,2024-11-05 19:45:10,2024-11-05 22:45:10
4,2024-04-08 20:09:28,2024-04-08 22:09:28
4,2024-11-14 04:41:56,2024-11-14 06:41:56
4,2024-04-22 02:29:24,2024-04-22 04:29:24
4,2025-02-01 06:56:41,2025-02-01 08:56:41
4,2024-12-20 16:22:46,2024-12-20 19:22:46
4,2024-04-04 09:02:03,2024-04-04 10:02:03
4,2024-03-31 06:45:38,2024-03-31 07:45:38
4,2025-01-22 17:24:27,2025-01-22 19:24:27
4,2025-01-27 01:39:50,2025-01-27 04:39:50
4,2024-04-21 17:24:43,2024-04-21 19:24:43
4,2024-10-20 19:35:25,2024-10-20 21:35:25
4,2024-08-02 02:26:54,2024-08-02 05:26:54
5,2023-12-21 21:26:41,2023-12-21 22:26:41
5,2024-02-04 05:29:10,2024-02-04 08:29:10
5,2024-05-15 19:53:35,2024-05-15 21:53:35
5,2025-02-06 00:26:16,2025-02-06 01:26:16
5,2024-04-05 12:22:38,2024-04-05 15:22:38
5,2024-09-29 18:59:42,2024-09-29 20:59:42
5,2023-11-07 13:58:16,2023-11-07 15:58:16
5,2025-01-19 22:43:15,2025-01-19 23:43:15
5,2024-09-28 01:54:04,2024-09-28 04:54:04
5,2024-09-05 12:36:53,2024-09-05 14:36:53
5,2023-12-17 09:09:11,2023-12-17 10:09:11
5,2025-01-15 03:49:50,2025-01-15 04:49:50
5,2024-07-15 13:04:48,2024-07-15 15:04:48
5,2025-01-30 14:47:27,2025-01-30 16:47:27
5,2024-01-09 12:00:11,2024-01-09 15:00:11
5,2024-08-02 02:59:12,2024-08-02 03:59:12
5,2024-05-22 22:26:00,2024-05-22 23:26:00
5,2024-10-01 03:42:29,2024-10-01 06:42:29
5,2024-01-17 17:39:54,2024-01-17 19:39:54
5,2023-11-04 18:53:24,2023-11-04 21:53:24
5,2024-06-13 18:15:44,2024-06-13 21:15:44
5,2023-12-05 04:45:05,2023-12-05 07:45:05
5,2023-12-04 15:29:18,2023-12-04 18:29:18
5,2024-06-13 08:10:26,2024-06-13 11:10:26
5,2025-01-03 15:29:41,2025-01-03 16:29:41
5,2024-06-24 19:33:25,2024-06-24 21:33:25
5,2024-06-18 23:16:47,2024-06-19 00:16:47
5,2025-01-23 19:07:53,2025-01-23 22:07:53
5,2025-03-26 07:13:30,2025-03-26 08:13:30
5,2024-05-22 03:15:12,2024-05-22 05:15:12
5,2024-01-03 02:31:47,2024-01-03 04:31:47
5,2024-08-05 15:48:23,2024-08-05 18:48:23
5,2024-04-07 00:01:35,2024-04-07 02:01:35
5,2024-11-08 13:48:46,2024-11-08 15:48:46
5,2024-06-29 23:22:40,2024-06-30 02:22:40
5,2025-03-30 12:52:59,2025-03-30 13:52:59
5,2024-02-13 18:01:34,2024-02-13 19:01:34
5,2025-01-05 11:05:53,2025-01-05 14:05:53
5,2025-01-29 09:00:15,2025-01-29 10:00:15
5,2024-12-30 23:25:08,2024-12-31 02:25:08
5,2024-03-03 18:15:04,2024-03-03 21:15:04
5,2024-06-16 18:38:32,2024-06-16 21:38:32
5,2024-09-21 10:54:14,2024-09-21 11:54:14
6,2024-05-10 02:54:40,2024-05-10 04:54:40
6,2024-08-16 13:02:47,2024-08-16 16:02:47
6,2024-07-13 13:38:24,2024-07-13 16:38:24
6,2025-01-07 14:33:42,2025-01-07 17:33:42
6,2024-11-19 14:45:42,2024-11-19 15:45:42
6,2024-10-26 17:38:13,2024-10-26 19:38:13
6,2024-10-06 19:19:15,2024-10-06 20:19:15
6,2024-08-21 02:39:36,2024-08-21 05:39:36
6,2025-01-26 16:29:15,2025-01-26 19:29:15
6,2025-03-05 21:27:57,2025-03-05 22:27:57
6,2025-03-16 11:14:23,2025-03-16 13:14:23
6,2024-10-27 09:28:01,2024-10-27 10:28:01
6,2024-09-20 13:43:33,2024-09-20 16:43:33
6,2024-09-29 02:28:08,2024-09-29 05:28:08
6,2024-04-09 04:59:25,2024-04-09 07:59:25
6,2024-11-02 20:41:02,2024-11-02 21:41:02
6,2025-03-23 19:19:40,2025-03-23 20:19:40
6,2025-02-16 03:39:56,2025-02-16 05:39:56
6,2024-07-26 20:16:22,2024-07-26 21:16:22
6,2024-11-23 10:18:58,2024-11-23 13:18:58
6,2025-02-15 05:11:25,2025-02-15 06:11:25
6,2024-11-19 05:38:31,2024-11-19 07:38:31
7,2024-04-23 00:07:51,2024-04-23 02:07:51
7,2025-03-02 12:28:00,2025-03-02 14:28:00
7,2024-11-21 15:02:33,2024-11-21 17:02:33
7,2024-05-12 07:24:06,2024-05-12 10:24:06
7,2024-09-04 15:44:32,2024-09-04 18:44:32
7,2024-08-31 17:26:44,2024-08-31 20:26:44
7,2024-07-05 20:45:00,2024-07-05 22:45:00
7,2024-04-26 11:45:52,2024-04-26 12:45:52
7,2024-02-27 20:39:34,2024-02-27 21:39:34
7,2024-09-08 18:47:54,2024-09-08 19:47:54
7,2024-07-04 23:28:24,2024-07-05 00:28:24
7,2024-04-30 01:17:10,2024-04-30 02:17:10
7,2024-11-03 18:59:36,2024-11-03 19:59:36
7,2024-11-07 10:58:32,2024-11-07 13:58:32
7,2024-09-04 16:58:09,2024-09-04 19:58:09
7,2024-05-14 19:52:03,2024-05-14 21:52:03
7,2024-04-13 15:55:30,2024-04-13 18:55:30
7,2024-04-03 03:35:15,2024-04-03 06:35:15
7,2024-05-27 20:23:11,2024-05-27 23:23:11
7,2025-03-12 15:23:47,2025-03-12 16:23:47
7,2024-03-17 09:51:52,2024-03-17 12:51:52
7,2024-02-27 08:44:19,2024-02-27 09:44:19
7,2024-02-24 22:15:32,2024-02-24 23:15:32
7,2024-12-28 05:59:36,2024-12-28 08:59:36
7,2024-10-30 18:19:16,2024-10-30 19:19:16
7,2025-03-16 20:10:56,2025-03-16 22:10:56
7,2025-03-12 07:02:16,2025-03-12 08:02:16
7,2024-04-21 03:29:58,2024-04-21 06:29:58
7,2024-03-14 22:06:35,2024-03-15 00:06:35
7,2024-09-21 15:33:41,2024-09-21 16:33:41
7,2025-03-12 19:25:45,2025-03-12 22:25:45
7,2024-10-09 10:12:59,2024-10-09 13:12:59
7,2025-01-30 15:12:41,2025-01-30 17:12:41
7,2025-03-24 23:17:58,2025-03-25 02:17:58
7,2024-05-15 05:20:06,2024-05-15 08:20:06
7,2024-09-03 00:29:54,2024-09-03 02:29:54
7,2025-02-26 20:27:46,2025-02-26 21:27:46
7,2024-12-04 10:32:36,2024-12-04 12:32:36
7,2024-07-23 07:01:19,2024-07-23 09:01:19
7,2024-08-31 20:01:35,2024-08-31 22:01:35
7,2024-03-11 08:52:59,2024-03-11 09:52:59
7,2024-06-20 09:03:03,2024-06-20 10:03:03
7,2024-07-02 04:30:35,2024-07-02 05:30:35
7,2024-03-07 22:26:33,2024-03-07 23:26:33
7,2025-01-20 17:56:42,2025-01-20 18:56:42
7,2024-07-18 07:58:20,2024-07-18 09:58:20
7,2025-01-08 12:06:01,2025-01-08 13:06:01
7,2024-11-24 08:32:46,2024-11-24 10:32:46
7,2024-05-18 23:46:30,2024-05-19 01:46:30
7,2024-04-28 20:21:16,2024-04-28 21:21:16
7,2024-04-02 04:56:13,2024-04-02 07:56:13
7,2025-03-03 12:57:35,2025-03-03 15:57:35
7,2024-10-28 06:08:01,2024-10-28 07:08:01
7,2024-08-28 10:46:20,2024-08-28 11:46:20
7,2024-07-09 05:48:35,2024-07-09 06:48:35
7,2024-02-24 23:43:47,2024-02-25 00:43:47
7,2024-12-07 10:53:07,2024-12-07 12:53:07
8,2024-05-12 01:06:47,2024-05-12 04:06:47
8,2024-06-13 06:54:24,2024-06-13 08:54:24
8,2024-06-16 06:46:34,2024-06-16 08:46:34
8,2024-11-20 19:13:49,2024-11-20 20:13:49
8,2024-10-27 22:44:54,2024-10-28 00:44:54
8,2024-04-02 06:18:49,2024-04-02 08:18:49
8,2024-09-30 02:43:36,2024-09-30 03:43:36
8,2024-06-21 08:31:46,2024-06-21 11:31:46
8,2024-10-21 22:11:25,2024-10-22 01:11:25
8,2024-04-24 18:52:01,2024-04-24 20:52:01
8,2024-10-31 18:58:05,2024-10-31 21:58:05
8,2024-11-17 12:25:03,2024-11-17 14:25:03
8,2024-08-26 18:15:49,2024-08-26 20:15:49
8,2024-05-20 11:38:29,2024-05-20 14:38:29
8,2024-06-04 12:29:44,2024-06-04 15:29:44
8,2024-11-26 05:54:40,2024-11-26 08:54:40
8,2024-12-08 20:07:10,2024-12-08 23:07:10
8,2024-08-11 05:47:01,2024-08-11 08:47:01
8,2024-06-08 05:18:49,2024-06-08 08:18:49
8,2024-12-23 12:47:32,2024-12-23 15:47:32
8,2024-10-11 10:55:56,2024-10-11 13:55:56
8,2024-11-23 22:10:13,2024-11-23 23:10:13
8,2024-07-26 03:57:32,2024-07-26 06:57:32
8,2024-05-31 22:40:18,2024-05-31 23:40:18
8,2024-10-23 00:33:20,2024-10-23 02:33:20
8,2024-06-17 03:52:35,2024-06-17 05:52:35
8,2024-08-11 19:35:16,2024-08-11 20:35:16
8,2024-11-01 12:45:07,2024-11-01 13:45:07
8,2024-07-07 03:55:28,2024-07-07 06:55:28
8,2024-10-20 13:35:22,2024-10-20 16:35:22
8,2024-09-06 07:30:09,2024-09-06 09:30:09
8,2024-05-14 17:37:17,2024-05-14 20:37:17
8,2024-09-28 16:41:15,2024-09-28 17:41:15
8,2024-04-21 13:55:02,2024-04-21 16:55:02
8,2024-06-28 21:13:03,2024-06-28 23:13:03
8,2024-06-23 04:10:23,2024-06-23 07:10:23
8,2024-11-16 09:28:11,2024-11-16 12:28:11
8,2024-07-22 19:08:26,2024-07-22 20:08:26
8,2024-05-01 01:36:06,2024-05-01 02:36:06
8,2024-10-16 03:10:52,2024-10-16 05:10:52
8,2024-07-21 07:12:18,2024-07-21 09:12:18
8,2024-06-29 04:17:38,2024-06-29 06:17:38
8,2024-12-03 13:07:01,2024-12-03 15:07:01
8,2024-05-05 23:26:01,2024-05-06 01:26:01
8,2024-04-10 14:33:20,2024-04-10 16:33:20
8,2024-09-19 01:32:16,2024-09-19 02:32:16
8,2024-05-12 11:36:17,2024-05-12 13:36:17
8,2024-05-18 13:47:49,2024-05-18 15:47:49
8,2024-05-24 12:45:07,2024-05-24 15:45:07
8,2024-06-16 21:28:00,2024-06-16 22:28:00
8,2024-09-19 21:58:20,2024-09-20 00:58:20
8,2024-12-22 03:36:42,2024-12-22 06:36:42
8,2024-06-30 08:25:16,2024-06-30 09:25:16
8,2024-08-14 01:41:49,2024-08-14 03:41:49
8,2024-05-26 17:14:05,2024-05-26 20:14:05
8,2024-08-09 22:01:25,2024-08-10 00:01:25
8,2024-06-12 03:59:47,2024-06-12 04:59:47
8,2024-12-12 15:39:46,2024-12-12 18:39:46
8,2024-08-12 10:20:24,2024-08-12 13:20:24
8,2024-06-10 21:44:38,2024-06-10 22:44:38
8,2024-12-02 02:39:55,2024-12-02 03:39:55
8,2024-10-03 16:04:54,2024-10-03 19:04:54
8,2024-11-28 05:43:45,2024-11-28 08:43:45
8,2024-05-28 20:17:49,2024-05-28 23:17:49
8,2024-04-06 12:10:41,2024-04-06 13:10:41
8,2024-06-07 14:33:53,2024-06-07 16:33:53
8,2024-08-03 02:22:39,2024-08-03 04:22:39
9,2023-12-10 12:59:29,2023-12-10 14:59:29
9,2024-01-10 03:36:34,2024-01-10 04:36:34
9,2024-05-19 13:08:33,2024-05-19 14:08:33
9,2023-11-20 20:54:53,2023-11-20 22:54:53
9,2024-05-29 03:25:32,2024-05-29 06:25:32
9,2024-02-13 06:48:33,2024-02-13 09:48:33
9,2024-08-05 22:58:07,2024-08-05 23:58:07
9,2024-09-05 05:51:12,2024-09-05 07:51:12
9,2024-02-19 13:26:36,2024-02-19 14:26:36
9,2024-10-08 17:45:45,2024-10-08 19:45:45
9,2024-07-29 01:47:46,2024-07-29 03:47:46
9,2024-03-31 11:28:12,2024-03-31 14:28:12
9,2024-02-05 17:21:12,2024-02-05 20:21:12
9,2024-05-03 21:15:38,2024-05-04 00:15:38
9,2024-07-11 18:22:00,2024-07-11 19:22:00
9,2024-08-06 22:33:44,2024-08-07 01:33:44
9,2024-01-11 04:08:18,2024-01-11 07:08:18
9,2024-07-24 08:32:53,2024-07-24 09:32:53
9,2024-05-06 03:25:07,2024-05-06 04:25:07
9,2024-06-01 19:10:21,2024-06-01 20:10:21
9,2024-09-30 12:43:54,2024-09-30 15:43:54
9,2024-05-02 00:19:51,2024-05-02 02:19:51
9,2024-10-26 08:44:22,2024-10-26 11:44:22
9,2024-09-06 00:41:09,2024-09-06 02:41:09
9,2024-03-17 17:09:55,2024-03-17 18:09:55
9,2024-10-05 07:49:11,2024-10-05 10:49:11
9,2024-11-09 15:40:31,2024-11-09 18:40:31
9,2024-04-28 06:57:24,2024-04-28 08:57:24
9,2024-09-04 10:43:38,2024-09-04 13:43:38
9,2024-03-02 21:01:16,2024-03-03 00:01:16
9,2023-10-20 21:13:08,2023-10-21 00:13:08
9,2024-11-07 17:28:04,2024-11-07 18:28:04
9,2024-10-09 14:23:29,2024-10-09 16:23:29
9,2023-11-21 19:49:51,2023-11-21 22:49:51
9,2024-10-08 01:06:48,2024-10-08 03:06:48
9,2024-03-10 07:12:53,2024-03-10 08:12:53
9,2023-10-25 21:26:12,2023-10-25 22:26:12
9,2024-01-13 01:20:32,2024-01-13 03:20:32
9,2024-02-01 16:38:15,2024-02-01 19:38:15
9,2023-11-04 18:25:23,2023-11-04 21:25:23
9,2023-10-20 05:09:57,2023-10-20 06:09:57
9,2024-03-15 18:30:09,2024-03-15 19:30:09
9,2024-02-17 09:31:54,2024-02-17 10:31:54
9,2024-03-08 14:37:20,2024-03-08 15:37:20
9,2023-11-15 17:38:11,2023-11-15 20:38:11
9,2023-12-29 14:37:15,2023-12-29 15:37:15
10,2024-07-29 16:44:11,2024-07-29 18:44:11
10,2024-07-30 22:11:32,2024-07-31 00:11:32
10,2024-07-15 11:23:27,2024-07-15 14:23:27
10,2024-07-07 18:48:33,2024-07-07 20:48:33
10,2024-07-11 16:55:35,2024-07-11 18:55:35
10,2024-07-16 06:37:15,2024-07-16 09:37:15
10,2024-07-28 18:01:16,2024-07-28 19:01:16
10,2024-07-21 20:32:23,2024-07-21 21:32:23
10,2024-07-25 00:00:17,2024-07-25 01:00:17
10,2024-07-07 18:43:45,2024-07-07 19:43:45
10,2024-07-24 04:30:54,2024-07-24 05:30:54
10,2024-07-09 21:37:09,2024-07-10 00:37:09
10,2024-07-17 11:57:55,2024-07-17 13:57:55
10,2024-07-25 20:19:16,2024-07-25 21:19:16
10,2024-07-12 21:38:47,2024-07-12 23:38:47
10,2024-07-06 00:58:03,2024-07-06 02:58:03
10,2024-07-17 15:00:55,2024-07-17 17:00:55
10,2024-07-13 17:52:16,2024-07-13 20:52:16
10,2024-07-08 07:34:30,2024-07-08 08:34:30
10,2024-08-01 17:45:05,2024-08-01 20:45:05
10,2024-07-24 13:01:33,2024-07-24 15:01:33
10,2024-07-14 03:23:05,2024-07-14 04:23:05
10,2024-07-09 07:13:16,2024-07-09 08:13:16
10,2024-07-27 14:07:03,2024-07-27 17:07:03
10,2024-07-25 12:23:18,2024-07-25 15:23:18
10,2024-07-12 11:52:34,2024-07-12 13:52:34
10,2024-07-30 08:09:45,2024-07-30 10:09:45
10,2024-07-07 06:29:25,2024-07-07 08:29:25
10,2024-07-06 18:19:34,2024-07-06 20:19:34
10,2024-08-01 05:04:28,2024-08-01 06:04:28
10,2024-07-13 15:37:45,2024-07-13 18:37:45
10,2024-07-20 08:29:38,2024-07-20 11:29:38
10,2024-07-30 13:05:03,2024-07-30 14:05:03
10,2024-07-18 02:43:44,2024-07-18 03:43:44
10,2024-07-21 02:53:41,2024-07-21 05:53:41
10,2024-07-19 22:35:13,2024-07-20 00:35:13
10,2024-07-12 18:29:26,2024-07-12 21:29:26
10,2024-07-13 16:59:25,2024-07-13 19:59:25
10,2024-07-07 18:51:24,2024-07-07 21:51:24
10,2024-07-23 08:06:42,2024-07-23 09:06:42
10,2024-07-10 01:24:08,2024-07-10 02:24:08
10,2024-07-24 13:09:06,2024-07-24 14:09:06
10,2024-08-02 12:02:53,2024-08-02 13:02:53
10,2024-07-31 09:17:31,2024-07-31 10:17:31
10,2024-07-22 19:24:44,2024-07-22 22:24:44
10,2024-08-02 01:24:12,2024-08-02 03:24:12
10,2024-07-08 17:34:22,2024-07-08 18:34:22
10,2024-07-28 03:45:54,2024-07-28 04:45:54
10,2024-07-07 21:16:01,2024-07-07 22:16:01
10,2024-07-15 19:47:02,2024-07-15 22:47:02
10,2024-07-30 22:04:10,2024-07-31 01:04:10
10,2024-08-02 20:32:48,2024-08-02 23:32:48
10,2024-07-12 01:32:20,2024-07-12 03:32:20
10,2024-07-23 22:11:05,2024-07-24 00:11:05
10,2024-07-22 15:06:09,2024-07-22 16:06:09
10,2024-07-24 07:06:47,2024-07-24 08:06:47
10,2024-07-28 18:23:42,2024-07-28 19:23:42
10,2024-07-08 13:40:35,2024-07-08 15:40:35
11,2025-03-13 06:26:30,2025-03-13 07:26:30
11,2025-03-27 09:19:57,2025-03-27 12:19:57
11,2025-01-17 17:20:40,2025-01-17 19:20:40
11,2025-03-19 22:26:30,2025-03-20 01:26:30
11,2025-02-23 14:43:54,2025-02-23 17:43:54
11,2025-01-31 20:28:08,2025-01-31 23:28:08
11,2025-03-12 06:42:37,2025-03-12 09:42:37
11,2025-03-15 18:50:31,2025-03-15 21:50:31
11,2025-03-15 18:05:19,2025-03-15 21:05:19
11,2025-03-27 12:41:14,2025-03-27 15:41:14
11,2025-03-11 03:32:53,2025-03-11 04:32:53
11,2025-03-18 00:10:40,2025-03-18 02:10:40
11,2025-02-27 08:54:10,2025-02-27 11:54:10
11,2025-02-03 14:06:50,2025-02-03 17:06:50
11,2025-02-09 03:42:38,2025-02-09 05:42:38
11,2025-03-20 22:49:53,2025-03-20 23:49:53
11,2025-01-13 02:44:12,2025-01-13 03:44:12
11,2025-01-23 23:54:59,2025-01-24 01:54:59
11,2025-03-01 20:02:13,2025-03-01 22:02:13
11,2025-01-21 14:38:08,2025-01-21 16:38:08
11,2025-01-10 15:08:39,2025-01-10 17:08:39
11,2025-03-09 04:45:32,2025-03-09 05:45:32
11,2025-03-21 19:58:05,2025-03-21 21:58:05
11,2025-01-31 21:21:17,2025-02-01 00:21:17
11,2025-02-15 20:29:08,2025-02-15 21:29:08
11,2025-02-14 09:47:37,2025-02-14 11:47:37
11,2025-01-17 14:44:52,2025-01-17 16:44:52
12,2024-12-08 03:30:30,2024-12-08 04:30:30
12,2025-03-01 04:33:39,2025-03-01 07:33:39
12,2024-12-14 02:34:12,2024-12-14 04:34:12
12,2025-01-21 16:10:22,2025-01-21 18:10:22
12,2024-12-16 14:21:30,2024-12-16 17:21:30
12,2024-10-03 00:39:28,2024-10-03 02:39:28
12,2025-03-29 07:48:46,2025-03-29 10:48:46
12,2025-01-06 01:17:17,2025-01-06 02:17:17
12,2025-02-09 05:56:33,2025-02-09 08:56:33
12,2024-11-22 21:34:51,2024-11-22 22:34:51
12,2024-12-13 11:45:56,2024-12-13 14:45:56
12,2025-02-19 18:33:55,2025-02-19 19:33:55
12,2024-11-10 21:12:38,2024-11-10 22:12:38
12,2025-01-13 00:05:27,2025-01-13 03:05:27
12,2025-01-10 09:01:11,2025-01-10 12:01:11
12,2025-02-17 02:38:48,2025-02-17 05:38:48
12,2025-02-07 15:00:46,2025-02-07 18:00:46
12,2024-12-13 12:55:10,2024-12-13 13:55:10
12,2025-02-19 17:39:26,2025-02-19 19:39:26
12,2025-01-24 22:16:20,2025-01-25 01:16:20
12,2025-02-16 04:41:55,2025-02-16 07:41:55
12,2024-10-30 14:15:56,2024-10-30 17:15:56
13,2025-03-11 04:52:02,2025-03-11 06:52:02
13,2025-03-06 12:29:36,2025-03-06 15:29:36
13,2025-01-28 20:54:48,2025-01-28 22:54:48
13,2024-07-29 08:02:55,2024-07-29 10:02:55
13,2025-01-03 06:23:45,2025-01-03 09:23:45
13,2024-07-30 21:26:21,2024-07-31 00:26:21
13,2025-01-19 03:06:23,2025-01-19 06:06:23
13,2024-11-24 05:30:54,2024-11-24 07:30:54
13,2024-11-25 05:11:44,2024-11-25 06:11:44
13,2024-08-28 16:39:14,2024-08-28 19:39:14
13,2024-09-04 01:52:55,2024-09-04 04:52:55
13,2024-11-21 11:41:38,2024-11-21 13:41:38
13,2024-11-24 15:06:13,2024-11-24 18:06:13
13,2024-12-28 12:05:19,2024-12-28 15:05:19
13,2024-11-12 11:26:48,2024-11-12 14:26:48
13,2025-01-29 17:44:11,2025-01-29 19:44:11
13,2024-11-11 15:31:28,2024-11-11 17:31:28
13,2025-02-03 18:32:42,2025-02-03 19:32:42
13,2025-01-12 09:40:13,2025-01-12 12:40:13
13,2024-07-01 14:38:16,2024-07-01 15:38:16
13,2024-12-07 01:44:56,2024-12-07 04:44:56
13,2025-03-18 22:48:31,2025-03-19 00:48:31
13,2025-03-08 04:17:06,2025-03-08 05:17:06
13,2024-12-23 23:06:09,2024-12-24 00:06:09
13,2024-09-28 16:49:04,2024-09-28 17:49:04
13,2025-02-22 04:45:35,2025-02-22 05:45:35
13,2024-11-23 05:12:32,2024-11-23 07:12:32
13,2024-11-19 15:54:51,2024-11-19 18:54:51
13,2024-12-10 06:47:49,2024-12-10 07:47:49
13,2024-12-26 12:32:24,2024-12-26 15:32:24
13,2024-09-22 21:59:26,2024-09-22 22:59:26
